"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14746","Tablet TC_100:Successful Articles submenu Gamedev Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:29 UTC 2025","passed","Wed Dec 03 06:07:43 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","22105","Mobile TC_131:Check expantion and collapse of events card in all events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:23 UTC 2025","passed","Wed Dec 03 06:08:45 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14602","Tablet TC_065:Article pagination without filter new button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:24 UTC 2025","passed","Wed Dec 03 06:16:39 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","6482","Tablet TC_048:Successful popular button result @regression","Browser:Google Chrome","Wed Dec 03 06:10:19 UTC 2025","passed","Wed Dec 03 06:10:25 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","13566","Mobile TC_106:Successful Articles submenu Digest Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:02 UTC 2025","passed","Wed Dec 03 06:09:16 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","15360","Desktop TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:05 UTC 2025","passed","Wed Dec 03 06:08:20 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","7786","Desktop TC_080:Articles Footer form Republishing policy link @regression","Browser:Google Chrome","Wed Dec 03 06:08:36 UTC 2025","passed","Wed Dec 03 06:08:44 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","6454","Desktop TC_143:Successful redirection of Google button @regression","Browser:Google Chrome","Wed Dec 03 06:12:59 UTC 2025","passed","Wed Dec 03 06:13:06 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6999","Laptop TC_138:Successful redirection Google Calender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 06:11:20 UTC 2025","passed","Wed Dec 03 06:11:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","12549","Mobile TC_086:Articles Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:05 UTC 2025","passed","Wed Dec 03 06:10:18 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","14134","Mobile TC_065:Article pagination without filter new button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:25 UTC 2025","passed","Wed Dec 03 06:16:40 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","14649","Tablet TC_090:Successful Articles submenu Interviews Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:20 UTC 2025","passed","Wed Dec 03 06:14:34 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9070","Tablet TC_120:Check pagination of online events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 06:12:40 UTC 2025","passed","Wed Dec 03 06:12:50 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6522","Mobile TC_004:Successful login with session (company) @regression","Browser:Google Chrome","Wed Dec 03 06:07:46 UTC 2025","passed","Wed Dec 03 06:07:53 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","25920","Laptop TC_002:Successful login(Without session @regression)","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:07:44 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","8239","Tablet TC_061:Articles middle banner visibility and redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:10 UTC 2025","passed","Wed Dec 03 06:07:19 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","47432","Laptop TC_119:Check pagination of online events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:12:16 UTC 2025","passed","Wed Dec 03 06:13:04 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","20115","Desktop TC_058:Articles Filter Applied All Articles filter button @regression","Browser:Google Chrome","Wed Dec 03 06:07:46 UTC 2025","passed","Wed Dec 03 06:08:06 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","15016","Tablet TC_105:Successful Articles submenu events Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:08:47 UTC 2025","passed","Wed Dec 03 06:09:02 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8381","Laptop TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Wed Dec 03 06:14:21 UTC 2025","passed","Wed Dec 03 06:14:29 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","140161","Laptop TC_052:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Wed Dec 03 06:11:32 UTC 2025","passed","Wed Dec 03 06:13:52 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","51885","Mobile TC_007:Login with Google redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:37 UTC 2025","passed","Wed Dec 03 06:09:29 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","9640","Mobile TC_121:Check pagination of online events if present with Z-A filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:04 UTC 2025","passed","Wed Dec 03 06:13:13 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","52451","Laptop TC_005:Login with Facebook redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:07:52 UTC 2025","passed","Wed Dec 03 06:08:44 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","11249","Desktop TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Wed Dec 03 06:10:55 UTC 2025","passed","Wed Dec 03 06:11:06 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","24265","Laptop TC_133:Check expantion and collapse of events card of events in offline events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:45 UTC 2025","passed","Wed Dec 03 06:09:09 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","21411","Mobile TC_002:Successful login(Without session @regression)","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:07:40 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","13700","Mobile TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:36 UTC 2025","passed","Wed Dec 03 06:13:50 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","15348","Mobile TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:20 UTC 2025","passed","Wed Dec 03 06:08:35 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","5711","Mobile TC_003:Successful login with session (talent) @regression","Browser:Google Chrome","Wed Dec 03 06:07:40 UTC 2025","passed","Wed Dec 03 06:07:46 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","26327","Desktop @regression TC_009:Login with Twitter redirection link","Browser:Google Chrome","Wed Dec 03 06:09:01 UTC 2025","passed","Wed Dec 03 06:09:27 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","4984","Tablet TC_114:Check pagination of online events if present with oldest filter @regression","Browser:Google Chrome","Wed Dec 03 06:11:22 UTC 2025","passed","Wed Dec 03 06:11:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16098","Mobile TC_085:Articles Footer form Twitter redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:48 UTC 2025","passed","Wed Dec 03 06:10:04 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","10346","Laptop TC_029:Successful selected state on Partners submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:50 UTC 2025","passed","Wed Dec 03 06:14:00 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10074","Desktop TC_124:Check pagination of offline events if present with Z-A filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:33 UTC 2025","passed","Wed Dec 03 06:13:43 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14357","Tablet TC_036:Successful redirection on events @regression","Browser:Google Chrome","Wed Dec 03 06:13:08 UTC 2025","passed","Wed Dec 03 06:13:22 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7722","Laptop TC_077:Articles Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 06:08:07 UTC 2025","passed","Wed Dec 03 06:08:15 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","9803","Mobile TC_062:Successful Pagination Left Arrow visibility and functionality Check @regression","Browser:Google Chrome","Wed Dec 03 06:15:58 UTC 2025","passed","Wed Dec 03 06:16:08 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","6993","Mobile TC_135:Successful redirection of all official website of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 06:10:09 UTC 2025","passed","Wed Dec 03 06:10:16 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","12167","Mobile TC_110:Successful Articles submenu 80 level China Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:06 UTC 2025","passed","Wed Dec 03 06:10:19 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","14336","Tablet TC_091:Successful Articles submenu 80 Level Anivarsary Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:35 UTC 2025","passed","Wed Dec 03 06:14:49 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9643","Laptop TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 06:13:49 UTC 2025","passed","Wed Dec 03 06:13:58 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","92336","Desktop TC_131:Check expantion and collapse of events card in all events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:07 UTC 2025","passed","Wed Dec 03 06:09:40 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15868","Desktop TC_086:Articles Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:50 UTC 2025","passed","Wed Dec 03 06:10:05 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","13086","Mobile TC_067:Article page right side promo banner visibility with redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:45 UTC 2025","passed","Wed Dec 03 06:10:58 UTC 2025","Articles promo banner","functional/5_AllArticles/promoImagebanner.spec.js","",""
"","8352","Mobile TC_083:Articles Footer form Terms of use link @regression","Browser:Google Chrome","Wed Dec 03 06:09:22 UTC 2025","passed","Wed Dec 03 06:09:30 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","14966","Laptop TC_017:Successfully clearred searched value @regression","Browser:Google Chrome","Wed Dec 03 06:11:27 UTC 2025","passed","Wed Dec 03 06:11:42 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","19632","Mobile TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Wed Dec 03 06:14:05 UTC 2025","passed","Wed Dec 03 06:14:25 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","6935","Laptop TC_154: Footer form Terms of use link @regression","Browser:Google Chrome","Wed Dec 03 06:14:37 UTC 2025","passed","Wed Dec 03 06:14:44 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14284","Desktop TC_008:Login with LinkdIn redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:38 UTC 2025","passed","Wed Dec 03 06:08:52 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","13320","Mobile TC_109:Successful Articles submenu Scuplting Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:51 UTC 2025","passed","Wed Dec 03 06:10:05 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","11376","Tablet TC_029:Successful selected state on Partners submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:51 UTC 2025","passed","Wed Dec 03 06:14:03 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","14416","Laptop TC_060:Successful Articles card redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:33 UTC 2025","passed","Wed Dec 03 06:15:48 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","18565","Laptop TC_015:Successful search results @regression","Browser:Google Chrome","Wed Dec 03 06:10:52 UTC 2025","passed","Wed Dec 03 06:11:10 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","7842","Tablet TC_116:Check pagination of all events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:14:10 UTC 2025","passed","Wed Dec 03 06:14:18 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","11144","Tablet TC_055:Articles Filter Applied single filter @regression","Browser:Google Chrome","Wed Dec 03 06:07:19 UTC 2025","passed","Wed Dec 03 06:07:30 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","11738","Laptop TC_013:Successful Company Logo Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:30 UTC 2025","passed","Wed Dec 03 06:10:42 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","13796","Mobile TC_060:Successful Articles card redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:45 UTC 2025","passed","Wed Dec 03 06:15:59 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","45415","Mobile TC_127:Valid Search functionality in Offline events @regression","Browser:Google Chrome","Wed Dec 03 06:07:17 UTC 2025","passed","Wed Dec 03 06:08:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9094","Mobile TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 06:13:55 UTC 2025","passed","Wed Dec 03 06:14:04 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15634","Mobile TC_066:Article pagination without filter popular button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:40 UTC 2025","passed","Wed Dec 03 06:16:55 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","19325","Laptop TC_032:Successful redirection on Job board submenu @regression","Browser:Google Chrome","Wed Dec 03 06:12:36 UTC 2025","passed","Wed Dec 03 06:12:56 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10472","Desktop TC_011:Successful Advertise redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:52 UTC 2025","passed","Wed Dec 03 06:10:02 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","16266","Desktop TC_083:Articles Footer form Terms of use link @regression","Browser:Google Chrome","Wed Dec 03 06:09:08 UTC 2025","passed","Wed Dec 03 06:09:24 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","13554","Tablet TC_099:Successful Articles submenu Animations Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:16 UTC 2025","passed","Wed Dec 03 06:07:29 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","17348","Desktop TC_102:Successful Articles submenu Tech Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:55 UTC 2025","passed","Wed Dec 03 06:08:12 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","23718","Tablet TC_010:Successful Sign up @regression","Browser:Google Chrome","Wed Dec 03 06:09:29 UTC 2025","passed","Wed Dec 03 06:09:53 UTC 2025","Signup to 80LV","functional/2_Signup/signup.spec.js","",""
"","7573","Laptop TC_075:Articles partners Become a partner redirection @regression","Browser:Google Chrome","Wed Dec 03 06:18:03 UTC 2025","passed","Wed Dec 03 06:18:11 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","43174","Laptop TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:18 UTC 2025","passed","Wed Dec 03 06:16:02 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","50787","Desktop TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:29 UTC 2025","passed","Wed Dec 03 06:14:20 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","12795","Laptop TC_038:Successful Navigation to all articles submenu @regression","Browser:Google Chrome","Wed Dec 03 06:11:58 UTC 2025","passed","Wed Dec 03 06:12:11 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10360","Desktop TC_016:Invaild Search results @regression","Browser:Google Chrome","Wed Dec 03 06:11:10 UTC 2025","passed","Wed Dec 03 06:11:20 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","14040","Tablet TC_064:Article pagination with single filter popular tab and pagination check  @regression","Browser:Google Chrome","Wed Dec 03 06:16:10 UTC 2025","passed","Wed Dec 03 06:16:24 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11975","Desktop TC_055:Articles Filter Applied single filter @regression","Browser:Google Chrome","Wed Dec 03 06:07:13 UTC 2025","passed","Wed Dec 03 06:07:25 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","8416","Desktop TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:14 UTC 2025","passed","Wed Dec 03 06:15:23 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","47325","Laptop TC_122:Check pagination of offline events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:08 UTC 2025","passed","Wed Dec 03 06:13:55 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9662","Desktop TC_122:Check pagination of offline events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:08 UTC 2025","passed","Wed Dec 03 06:13:17 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","5147","Desktop TC_004:Successful login with session (company) @regression","Browser:Google Chrome","Wed Dec 03 06:07:42 UTC 2025","passed","Wed Dec 03 06:07:48 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","7314","Mobile TC_063:Successful Pagination Right Arrow visibility and functionality Check @regression","Browser:Google Chrome","Wed Dec 03 06:16:04 UTC 2025","passed","Wed Dec 03 06:16:11 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","51543","Mobile TC_056:Articles Filter Applied multiple filter @regression","Browser:Google Chrome","Wed Dec 03 06:07:40 UTC 2025","passed","Wed Dec 03 06:08:32 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","85040","Tablet TC_079:Articles Footer form About & Contact us link @regression","Browser:Google Chrome","Wed Dec 03 06:08:32 UTC 2025","passed","Wed Dec 03 06:09:57 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","6570","Desktop TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Wed Dec 03 06:14:19 UTC 2025","passed","Wed Dec 03 06:14:26 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8285","Desktop TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:45 UTC 2025","passed","Wed Dec 03 06:10:54 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15903","Tablet TC_103:Successful Articles submenu Ratings Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:08:18 UTC 2025","passed","Wed Dec 03 06:08:34 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","8359","Tablet TC_068:Article newletter invalid email subscription Check @regression","Browser:Google Chrome","Wed Dec 03 06:16:54 UTC 2025","passed","Wed Dec 03 06:17:02 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","8565","Desktop TC_135:Successful redirection of all official website of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 06:09:57 UTC 2025","passed","Wed Dec 03 06:10:06 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9895","Laptop TC_067:Article page right side promo banner visibility with redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:35 UTC 2025","passed","Wed Dec 03 06:10:45 UTC 2025","Articles promo banner","functional/5_AllArticles/promoImagebanner.spec.js","",""
"","46799","Tablet TC_087:Articles Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:17 UTC 2025","passed","Wed Dec 03 06:11:03 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","13802","Mobile TC_012:Successful Colored Header Button redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:16 UTC 2025","passed","Wed Dec 03 06:10:30 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","15004","Laptop TC_093:Successful Articles submenu Marketplace Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:01 UTC 2025","passed","Wed Dec 03 06:15:16 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","20602","Mobile TC_057:Article pagination with two filters popular tab and pagination check @regression","Browser:Google Chrome","Wed Dec 03 06:15:28 UTC 2025","passed","Wed Dec 03 06:15:49 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","12742","Laptop TC_126:Valid Search functionality in Online events @regression","Browser:Google Chrome","Wed Dec 03 06:07:04 UTC 2025","passed","Wed Dec 03 06:07:17 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6346","Desktop TC_146:Featured Events all events  redirections @regression","Browser:Google Chrome","Wed Dec 03 06:13:43 UTC 2025","passed","Wed Dec 03 06:13:49 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6511","Desktop TC_149: Footer form successful subscription @regression","Browser:Google Chrome","Wed Dec 03 06:13:57 UTC 2025","passed","Wed Dec 03 06:14:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","11168","Mobile TC_097:Successful Articles submenu VFX Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:56 UTC 2025","passed","Wed Dec 03 06:16:07 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9896","Laptop TC_120:Check pagination of online events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 06:12:38 UTC 2025","passed","Wed Dec 03 06:12:48 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13825","Laptop TC_105:Successful Articles submenu events Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:08:46 UTC 2025","passed","Wed Dec 03 06:09:00 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","45177","Desktop TC_127:Valid Search functionality in Offline events @regression","Browser:Google Chrome","Wed Dec 03 06:07:04 UTC 2025","passed","Wed Dec 03 06:07:49 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8841","Laptop TC_047:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 06:07:02 UTC 2025","passed","Wed Dec 03 06:07:11 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","7100","Desktop TC_118:Check pagination of all events if present with Z-A filter @regression","Browser:Google Chrome","Wed Dec 03 06:12:01 UTC 2025","passed","Wed Dec 03 06:12:08 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8626","Desktop TC_003:Successful login with session (talent) @regression","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:07:27 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","18517","Laptop TC_095:Successful Articles submenu Character Art Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:32 UTC 2025","passed","Wed Dec 03 06:15:51 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10004","Desktop TC_157: Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:04 UTC 2025","passed","Wed Dec 03 06:15:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","20515","Laptop TC_058:Articles Filter Applied All Articles filter button @regression","Browser:Google Chrome","Wed Dec 03 06:07:46 UTC 2025","passed","Wed Dec 03 06:08:07 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","10897","Mobile TC_130:Invalid Search functionality in Offline events @regression","Browser:Google Chrome","Wed Dec 03 06:08:03 UTC 2025","passed","Wed Dec 03 06:08:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","27610","Tablet TC_002:Successful login(Without session @regression)","Browser:Google Chrome","Wed Dec 03 06:07:19 UTC 2025","passed","Wed Dec 03 06:07:46 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","12359","Laptop TC_145:Featured Events Pagination functionality @regression","Browser:Google Chrome","Wed Dec 03 06:13:32 UTC 2025","passed","Wed Dec 03 06:13:45 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14888","Tablet TC_109:Successful Articles submenu Scuplting Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:42 UTC 2025","passed","Wed Dec 03 06:09:57 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","11327","Laptop TC_016:Invaild Search results @regression","Browser:Google Chrome","Wed Dec 03 06:11:10 UTC 2025","passed","Wed Dec 03 06:11:22 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","7822","Laptop TC_049:Successful new button result @regression","Browser:Google Chrome","Wed Dec 03 06:10:25 UTC 2025","passed","Wed Dec 03 06:10:33 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","10386","Mobile TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Wed Dec 03 06:11:14 UTC 2025","passed","Wed Dec 03 06:11:24 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10034","Tablet TC_125:Valid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 06:13:53 UTC 2025","passed","Wed Dec 03 06:14:03 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","16482","Tablet TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:35 UTC 2025","passed","Wed Dec 03 06:13:51 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","11646","Mobile TC_108:Successful Articles submenu Promo Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:30 UTC 2025","passed","Wed Dec 03 06:09:42 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7150","Laptop TC_053:Article add bookmark without login @regression","Browser:Google Chrome","Wed Dec 03 06:13:52 UTC 2025","passed","Wed Dec 03 06:13:59 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","34990","Mobile @regression TC_009:Login with Twitter redirection link","Browser:Google Chrome","Wed Dec 03 06:09:26 UTC 2025","passed","Wed Dec 03 06:10:01 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","7794","Mobile TC_082:Articles Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 06:09:06 UTC 2025","passed","Wed Dec 03 06:09:14 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","11043","Tablet TC_085:Articles Footer form Twitter redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:39 UTC 2025","passed","Wed Dec 03 06:09:50 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","4642","Tablet TC_112:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 06:11:03 UTC 2025","passed","Wed Dec 03 06:11:08 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
